date,close,high,low,open,volume,ticker,sector
2024-10-11,394.1639404296875,395.35056697265185,391.23570368952466,392.88164316207195,2717400,HD,Consumer Discretionary
2024-10-14,397.5323486328125,398.48928940548416,393.5897281184528,393.7619996522049,2088700,HD,Consumer Discretionary
2024-10-15,397.6854248046875,403.4079410140215,397.1495403199321,399.9533989175263,3693000,HD,Consumer Discretionary
2024-10-16,400.5849914550781,400.70939843697755,396.0491012136172,396.0491012136172,2429000,HD,Consumer Discretionary
2024-10-17,397.70458984375,400.9581826209738,396.70936326598826,400.58496170299514,2013800,HD,Consumer Discretionary
2024-10-18,397.13043212890625,398.71895736184376,395.44620697523453,398.7093786087156,2436600,HD,Consumer Discretionary
2024-10-21,388.90069580078125,398.62321684623987,386.95810734212006,398.1543252469635,3699500,HD,Consumer Discretionary
2024-10-22,384.5466613769531,385.59930208412345,379.14950131665177,381.34090389746336,4486700,HD,Consumer Discretionary
2024-10-23,382.43182373046875,386.8720137219689,379.60883677468416,383.31219288579825,3159000,HD,Consumer Discretionary
2024-10-24,385.3409118652344,386.795480562161,380.94855712580994,384.96772014145455,2550300,HD,Consumer Discretionary
2024-10-25,381.7332458496094,386.14472877913175,380.6997334646246,386.14472877913175,1941400,HD,Consumer Discretionary
2024-10-28,385.5419006347656,388.3648585290733,384.6423739285073,386.07778515719406,2586500,HD,Consumer Discretionary
2024-10-29,378.05859375,381.92461340090466,372.2977916740678,376.97724601667,3822700,HD,Consumer Discretionary
2024-10-30,375.618408203125,380.5658051981013,375.0633953651775,377.9916320008521,2795600,HD,Consumer Discretionary
2024-10-31,376.7954406738281,378.63277986266075,373.6853830682664,373.6853830682664,2518600,HD,Consumer Discretionary
2024-11-01,375.68536376953125,381.5418364593995,375.1303509866902,377.80019464009166,3277800,HD,Consumer Discretionary
2024-11-04,378.5370788574219,383.23566168478663,374.2308452620567,375.0729578377128,2690500,HD,Consumer Discretionary
2024-11-05,382.8624572753906,382.99644301071515,376.9007053273018,377.9629248458197,2496500,HD,Consumer Discretionary
2024-11-06,371.6470947265625,377.0729619252946,365.2834442318016,377.0729619252946,7133400,HD,Consumer Discretionary
2024-11-07,382.2404479980469,382.5466760729127,373.97246519776917,374.1638650454395,4323100,HD,Consumer Discretionary
2024-11-08,388.4222717285156,388.90074213695266,384.97727894706543,386.60409001715794,3448700,HD,Consumer Discretionary
2024-11-11,390.7093811035156,393.8768529262556,388.3552856264723,390.2117531798236,4071500,HD,Consumer Discretionary
2024-11-12,385.7236633300781,398.1064789286504,384.87200125134285,396.4127043202574,5647100,HD,Consumer Discretionary
2024-11-13,392.527587890625,394.9677754904375,389.20700181823605,391.5132328786347,3083100,HD,Consumer Discretionary
2024-11-14,388.2500305175781,393.7811472870293,386.97731207698735,390.43185441824534,3348100,HD,Consumer Discretionary
2024-11-15,390.6041259765625,391.30270334043263,385.55147923896817,385.55147923896817,3239500,HD,Consumer Discretionary
2024-11-18,392.7668151855469,394.7763968643351,386.55627825011584,388.03952492539014,3394300,HD,Consumer Discretionary
2024-11-19,389.28350830078125,391.54190378935766,382.16386636600566,390.7954911286239,3239400,HD,Consumer Discretionary
2024-11-20,382.7763671875,389.18788301929834,382.699824763611,388.5180126953125,4732200,HD,Consumer Discretionary
2024-11-21,392.7763671875,393.67589388527654,383.1399662209357,384.04904246842244,3722200,HD,Consumer Discretionary
2024-11-22,401.9151306152344,402.04911634312674,393.25482817266936,394.3457254842256,4932500,HD,Consumer Discretionary
2024-11-25,410.2118225097656,411.7237761128821,406.183080745442,406.69983695055174,4544200,HD,Consumer Discretionary
2024-11-26,411.0252380371094,420.45111158646733,406.41280517028946,410.1448687776824,2758600,HD,Consumer Discretionary
2024-11-27,410.9482421875,413.74760753516415,409.7649962083945,412.30463752238677,2293500,HD,Consumer Discretionary
2024-11-29,412.8144836425781,414.6133815521445,411.2849389597281,412.2661479947734,2028700,HD,Consumer Discretionary
2024-12-02,410.7270202636719,414.03623419644197,407.07150758220183,412.6894679115479,2617100,HD,Consumer Discretionary
2024-12-03,413.02618408203125,414.30560476682047,407.2254449404745,413.39174123691515,2714000,HD,Consumer Discretionary
2024-12-04,411.6504821777344,412.5258581170706,409.3224777303058,410.197883026941,1968800,HD,Consumer Discretionary
2024-12-05,410.322998046875,413.42057512786374,409.68808766113534,410.3807145040056,2523500,HD,Consumer Discretionary
2024-12-06,414.9693298339844,419.18280715383486,410.7751109038236,412.40085953832846,3161400,HD,Consumer Discretionary
2024-12-09,412.8625793457031,419.76958886710383,411.7563081903908,415.91206893671404,3426000,HD,Consumer Discretionary
2024-12-10,406.52313232421875,411.06367918392283,405.38800294861784,410.6692638536275,3354900,HD,Consumer Discretionary
2024-12-11,405.359130859375,411.7274336642096,405.2436979583193,409.0627596738424,4211200,HD,Consumer Discretionary
2024-12-12,398.6637878417969,406.6770687934172,397.47091260904153,405.407248073372,3673600,HD,Consumer Discretionary
2024-12-13,401.1264953613281,402.2423958633392,398.43293331455163,399.96247823721296,2649500,HD,Consumer Discretionary
2024-12-16,395.0948181152344,402.56942189240306,395.07558908286285,401.96336976373516,2879600,HD,Consumer Discretionary
2024-12-17,392.9399719238281,394.79658627878274,390.785146117344,394.41180015009627,3726500,HD,Consumer Discretionary
2024-12-18,378.84698486328125,395.0948124072407,378.42371129881246,391.52587469334804,4225500,HD,Consumer Discretionary
2024-12-19,370.381591796875,380.11685570676144,370.25655903581855,379.7320401557101,4576100,HD,Consumer Discretionary
2024-12-20,377.67340087890625,378.3371695101068,368.4864731210675,368.79431380513506,8046400,HD,Consumer Discretionary
2024-12-23,377.529052734375,378.28899577697257,372.3151083553882,376.2303738973439,2433800,HD,Consumer Discretionary
2024-12-24,381.07879638671875,381.07879638671875,375.6532147379235,377.22124693835127,1392600,HD,Consumer Discretionary
